"","ActivityStartDate","CharacteristicName","ResultMeasureValue","ResultMeasure.MeasureUnitCode"
"17334",2010,"Phosphate-phosphorus","0.066","mg/l"
"17359",2010,"Phosphate-phosphorus","0.128","mg/l"
"17364",2009,"Phosphate-phosphorus","0.291","mg/l"
"17382",1990,"Phosphate-phosphorus","0.06","mg/l"
"17385",1991,"Phosphate-phosphorus","0.094","mg/l"
"17387",1991,"Phosphate-phosphorus","0.146","mg/l"
"17402",1993,"Phosphate-phosphorus","0.120","mg/l"
"17408",1994,"Phosphate-phosphorus","0.047","mg/l"
"17409",1992,"Phosphate-phosphorus","0.109","mg/l"
"17412",1994,"Phosphate-phosphorus","0.0630","mg/l"
"17416",1995,"Phosphate-phosphorus","0.100","mg/l"
"17420",2012,"Phosphate-phosphorus","0.030","mg/l"
"17423",2013,"Phosphate-phosphorus","0.0270","mg/l"
"17427",2013,"Phosphate-phosphorus","0.0822","mg/l"
"17484",2019,"Phosphate-phosphorus","0.121","mg/l"
"17487",2019,"Phosphate-phosphorus","0.178","mg/l"
"17490",2015,"Phosphate-phosphorus","0.0464","mg/l"
"17493",2019,"Phosphate-phosphorus","0.155","mg/l"
"17515",2018,"Phosphate-phosphorus","0.124","mg/l"
"17516",2014,"Phosphate-phosphorus","0.0610","mg/l"
"17517",2017,"Phosphate-phosphorus","0.0444","mg/l"
"17530",2020,"Phosphate-phosphorus","0.152","mg/l"
"17533",2019,"Phosphate-phosphorus","0.0985","mg/l"
"17548",2001,"Phosphate-phosphorus","0.178","mg/l"
"17551",2005,"Phosphate-phosphorus","0.311","mg/l"
"17555",2004,"Phosphate-phosphorus","0.072","mg/l"
"17557",1997,"Phosphate-phosphorus","0.149","mg/l"
"17563",1995,"Phosphate-phosphorus","0.157","mg/l"
"17565",1995,"Phosphate-phosphorus","0.146","mg/l"
"17571",2001,"Phosphate-phosphorus","0.102","mg/l"
"17577",1999,"Phosphate-phosphorus","0.149","mg/l"
"17579",2006,"Phosphate-phosphorus","0.148","mg/l"
"17582",2006,"Phosphate-phosphorus","0.150","mg/l"
"17586",1995,"Phosphate-phosphorus","0.020","mg/l"
"17593",1998,"Phosphate-phosphorus","0.140","mg/l"
"17595",2001,"Phosphate-phosphorus","0.115","mg/l"
"17598",2001,"Phosphate-phosphorus","0.091","mg/l"
"17602",2000,"Phosphate-phosphorus","0.580","mg/l"
"17608",2000,"Phosphate-phosphorus","0.093","mg/l"
"17624",2005,"Phosphate-phosphorus","0.023","mg/l"
"17628",2011,"Phosphate-phosphorus","0.150","mg/l"
"17646",2011,"Phosphate-phosphorus","0.177","mg/l"
"17650",2007,"Phosphate-phosphorus","0.533","mg/l"
"17658",2007,"Phosphate-phosphorus","0.145","mg/l"
"17680",2009,"Phosphate-phosphorus","0.079","mg/l"
"17694",1990,"Phosphate-phosphorus","0.050","mg/l"
"17706",1994,"Phosphate-phosphorus","0.26","mg/l"
"17719",1992,"Phosphate-phosphorus","0.060","mg/l"
"17720",1992,"Phosphate-phosphorus","0.41","mg/l"
"17724",1992,"Phosphate-phosphorus","0.106","mg/l"
"17726",1991,"Phosphate-phosphorus","0.40","mg/l"
"17734",1994,"Phosphate-phosphorus","0.184","mg/l"
"17737",2009,"Phosphate-phosphorus","0.149","mg/l"
"17747",2012,"Phosphate-phosphorus","0.481","mg/l"
"17752",2014,"Phosphate-phosphorus","0.0656","mg/l"
"17758",2013,"Phosphate-phosphorus","0.0469","mg/l"
"17760",2014,"Phosphate-phosphorus","0.158","mg/l"
"17762",2014,"Phosphate-phosphorus","0.168","mg/l"
"17767",2015,"Phosphate-phosphorus","0.351","mg/l"
"17776",2015,"Phosphate-phosphorus","0.0296","mg/l"
"17822",2013,"Phosphate-phosphorus","0.0751","mg/l"
"17823",2014,"Phosphate-phosphorus","0.0298","mg/l"
"17824",2014,"Phosphate-phosphorus","0.0447","mg/l"
"17846",2018,"Phosphate-phosphorus","0.133","mg/l"
"17851",2018,"Phosphate-phosphorus","0.0280","mg/l"
"17853",2019,"Phosphate-phosphorus","0.161","mg/l"
"17867",2005,"Phosphate-phosphorus","0.029","mg/l"
"17873",2001,"Phosphate-phosphorus","0.032","mg/l"
"17878",1996,"Phosphate-phosphorus","0.111","mg/l"
"17890",1999,"Phosphate-phosphorus","0.115","mg/l"
"17892",2004,"Phosphate-phosphorus","0.024","mg/l"
"17896",1999,"Phosphate-phosphorus","0.115","mg/l"
"17898",1997,"Phosphate-phosphorus","0.121","mg/l"
"17899",1997,"Phosphate-phosphorus","0.511","mg/l"
"17937",1989,"Phosphate-phosphorus","0.07","mg/l"
"17942",2007,"Phosphate-phosphorus","0.126","mg/l"
"17958",2007,"Phosphate-phosphorus","0.305","mg/l"
"17961",2007,"Phosphate-phosphorus","0.147","mg/l"
"17973",2008,"Phosphate-phosphorus","0.134","mg/l"
"17976",2008,"Phosphate-phosphorus","0.136","mg/l"
"17984",1988,"Phosphate-phosphorus","0.27","mg/l"
"17991",1988,"Phosphate-phosphorus","0.05","mg/l"
"17995",1988,"Phosphate-phosphorus","0.072","mg/l"
"17999",1988,"Phosphate-phosphorus","0.072","mg/l"
"18002",2012,"Phosphate-phosphorus","0.067","mg/l"
"18009",2014,"Phosphate-phosphorus","0.0287","mg/l"
"18034",1995,"Phosphate-phosphorus","","mg/l"
"18038",2010,"Phosphate-phosphorus","0.366","mg/l"
"18072",2015,"Phosphate-phosphorus","0.0940","mg/l"
"18076",2015,"Phosphate-phosphorus","0.140","mg/l"
"18078",2015,"Phosphate-phosphorus","0.239","mg/l"
"18103",2016,"Phosphate-phosphorus","0.365","mg/l"
"18106",2016,"Phosphate-phosphorus","0.0205","mg/l"
"18128",2017,"Phosphate-phosphorus","0.230","mg/l"
"18142",2005,"Phosphate-phosphorus","0.229","mg/l"
"18144",2002,"Phosphate-phosphorus","0.024","mg/l"
"18153",2005,"Phosphate-phosphorus","0.297","mg/l"
"18154",2006,"Phosphate-phosphorus","0.144","mg/l"
"18159",1999,"Phosphate-phosphorus","0.169","mg/l"
"18165",2006,"Phosphate-phosphorus","0.150","mg/l"
"18169",2001,"Phosphate-phosphorus","0.147","mg/l"
"18173",2006,"Phosphate-phosphorus","0.146","mg/l"
"18174",2003,"Phosphate-phosphorus","0.051","mg/l"
"18183",1998,"Phosphate-phosphorus","0.076","mg/l"
"18195",1999,"Phosphate-phosphorus","0.060","mg/l"
"18197",1999,"Phosphate-phosphorus","0.132","mg/l"
"18209",1998,"Phosphate-phosphorus","0.494","mg/l"
"18220",2002,"Phosphate-phosphorus","0.326","mg/l"
"18226",2000,"Phosphate-phosphorus","0.103","mg/l"
"18235",2011,"Phosphate-phosphorus","0.148","mg/l"
"18237",2011,"Phosphate-phosphorus","0.116","mg/l"
"18239",2007,"Phosphate-phosphorus","0.031","mg/l"
"18241",2010,"Phosphate-phosphorus","0.094","mg/l"
"18261",2008,"Phosphate-phosphorus","0.159","mg/l"
"18277",2009,"Phosphate-phosphorus","0.158","mg/l"
"18287",1988,"Phosphate-phosphorus","0.34","mg/l"
"18289",1990,"Phosphate-phosphorus","0.109","mg/l"
"18291",1990,"Phosphate-phosphorus","0.113","mg/l"
"18307",1991,"Phosphate-phosphorus","0.098","mg/l"
"18309",1990,"Phosphate-phosphorus","0.139","mg/l"
"18317",1993,"Phosphate-phosphorus","0.12","mg/l"
"18320",1992,"Phosphate-phosphorus","0.27","mg/l"
"18324",1992,"Phosphate-phosphorus","0.21","mg/l"
"18340",1993,"Phosphate-phosphorus","0.16","mg/l"
"18345",1991,"Phosphate-phosphorus","0.031","mg/l"
"18349",1994,"Phosphate-phosphorus","0.224","mg/l"
"18350",1992,"Phosphate-phosphorus","0.092","mg/l"
"18363",2013,"Phosphate-phosphorus","0.057","mg/l"
"18367",2013,"Phosphate-phosphorus","0.0228","mg/l"
"18412",2015,"Phosphate-phosphorus","0.0874","mg/l"
"18422",2016,"Phosphate-phosphorus","0.0261","mg/l"
"18425",2014,"Phosphate-phosphorus","0.0396","mg/l"
"18426",2014,"Phosphate-phosphorus","0.0322","mg/l"
"18427",2016,"Phosphate-phosphorus","0.0228","mg/l"
"18434",2017,"Phosphate-phosphorus","0.119","mg/l"
"18440",2018,"Phosphate-phosphorus","0.183","mg/l"
"18466",2019,"Phosphate-phosphorus","0.0506","mg/l"
"18467",2019,"Phosphate-phosphorus","0.0406","mg/l"
"18478",1998,"Phosphate-phosphorus","0.027","mg/l"
"18480",2001,"Phosphate-phosphorus","0.504","mg/l"
"18483",2004,"Phosphate-phosphorus","0.067","mg/l"
"18489",2002,"Phosphate-phosphorus","0.166","mg/l"
"18498",1998,"Phosphate-phosphorus","0.148","mg/l"
"18505",2002,"Phosphate-phosphorus","0.023","mg/l"
"18507",1995,"Phosphate-phosphorus","0.059","mg/l"
"18512",1997,"Phosphate-phosphorus","0.182","mg/l"
"18522",1999,"Phosphate-phosphorus","0.064","mg/l"
"18526",2000,"Phosphate-phosphorus","0.200","mg/l"
"18541",2000,"Phosphate-phosphorus","0.472","mg/l"
"18554",2001,"Phosphate-phosphorus","0.092","mg/l"
"18555",2006,"Phosphate-phosphorus","0.135","mg/l"
"18579",2011,"Phosphate-phosphorus","0.077","mg/l"
"18582",2007,"Phosphate-phosphorus","0.553","mg/l"
"18585",2007,"Phosphate-phosphorus","0.051","mg/l"
"18595",2008,"Phosphate-phosphorus","0.079","mg/l"
"18604",1988,"Phosphate-phosphorus","0.099","mg/l"
"18610",1990,"Phosphate-phosphorus","0.095","mg/l"
"18615",1990,"Phosphate-phosphorus","0.072","mg/l"
"18628",1991,"Phosphate-phosphorus","0.098","mg/l"
"18645",1994,"Phosphate-phosphorus","0.079","mg/l"
"18661",1995,"Phosphate-phosphorus","0.520","mg/l"
"18674",2012,"Phosphate-phosphorus","0.062","mg/l"
"18677",2013,"Phosphate-phosphorus","0.060","mg/l"
"18714",2015,"Phosphate-phosphorus","0.0938","mg/l"
"18727",2014,"Phosphate-phosphorus","0.0239","mg/l"
"18735",2012,"Phosphate-phosphorus","0.020","mg/l"
"18736",2016,"Phosphate-phosphorus","0.302","mg/l"
"18739",2017,"Phosphate-phosphorus","0.0364","mg/l"
"18749",2018,"Phosphate-phosphorus","0.150","mg/l"
"18829",2005,"Phosphate-phosphorus","0.115","mg/l"
"18836",1997,"Phosphate-phosphorus","0.128","mg/l"
"18838",2003,"Phosphate-phosphorus","0.387","mg/l"
"18854",1996,"Phosphate-phosphorus","0.289","mg/l"
"18857",2000,"Phosphate-phosphorus","0.096","mg/l"
"18860",2004,"Phosphate-phosphorus","0.133","mg/l"
"18861",2002,"Phosphate-phosphorus","0.112","mg/l"
"18866",2001,"Phosphate-phosphorus","0.092","mg/l"
"18869",2003,"Phosphate-phosphorus","0.028","mg/l"
"18885",1998,"Phosphate-phosphorus","0.024","mg/l"
"18921",2009,"Phosphate-phosphorus","0.130","mg/l"
"18925",2009,"Phosphate-phosphorus","0.180","mg/l"
"18942",2010,"Phosphate-phosphorus","0.493","mg/l"
"18948",2007,"Phosphate-phosphorus","0.031","mg/l"
"18955",2008,"Phosphate-phosphorus","0.145","mg/l"
"18961",2008,"Phosphate-phosphorus","0.070","mg/l"
"18971",1989,"Phosphate-phosphorus","0.050","mg/l"
"18975",1988,"Phosphate-phosphorus","0.055","mg/l"
"18982",1989,"Phosphate-phosphorus","0.110","mg/l"
"18985",2010,"Phosphate-phosphorus","0.043","mg/l"
"18991",1989,"Phosphate-phosphorus","0.025","mg/l"
"18997",1990,"Phosphate-phosphorus","0.063","mg/l"
"19001",1991,"Phosphate-phosphorus","0.099","mg/l"
"19003",1990,"Phosphate-phosphorus","0.125","mg/l"
"19005",1991,"Phosphate-phosphorus","0.101","mg/l"
"19011",1993,"Phosphate-phosphorus","0.26","mg/l"
"19014",1993,"Phosphate-phosphorus","0.47","mg/l"
"19020",1994,"Phosphate-phosphorus","0.299","mg/l"
"19024",1995,"Phosphate-phosphorus","0.133","mg/l"
"19027",1995,"Phosphate-phosphorus","","mg/l"
"19036",2013,"Phosphate-phosphorus","0.0810","mg/l"
"19044",2014,"Phosphate-phosphorus","0.0988","mg/l"
"19083",2016,"Phosphate-phosphorus","0.112","mg/l"
"19085",2014,"Phosphate-phosphorus","0.0498","mg/l"
"19086",2014,"Phosphate-phosphorus","0.0403","mg/l"
"19087",2014,"Phosphate-phosphorus","0.0569","mg/l"
"19119",2017,"Phosphate-phosphorus","0.310","mg/l"
"19123",2017,"Phosphate-phosphorus","0.0292","mg/l"
"19127",2019,"Phosphate-phosphorus","0.158","mg/l"
"19142",2001,"Phosphate-phosphorus","0.193","mg/l"
"19145",2005,"Phosphate-phosphorus","0.041","mg/l"
"19157",2006,"Phosphate-phosphorus","0.143","mg/l"
"19160",2003,"Phosphate-phosphorus","0.225","mg/l"
"19170",2000,"Phosphate-phosphorus","0.209","mg/l"
"19177",1996,"Phosphate-phosphorus","0.104","mg/l"
"19183",2000,"Phosphate-phosphorus","0.072","mg/l"
"19184",2000,"Phosphate-phosphorus","0.289","mg/l"
"19191",1997,"Phosphate-phosphorus","0.123","mg/l"
"19193",1998,"Phosphate-phosphorus","0.053","mg/l"
"19197",1998,"Phosphate-phosphorus","0.080","mg/l"
"19201",1999,"Phosphate-phosphorus","0.064","mg/l"
"19206",1995,"Phosphate-phosphorus","0.142","mg/l"
"19223",2008,"Phosphate-phosphorus","0.381","mg/l"
"19224",2008,"Phosphate-phosphorus","0.117","mg/l"
"19239",2011,"Phosphate-phosphorus","0.022","mg/l"
"19244",2011,"Phosphate-phosphorus","0.224","mg/l"
"19259",2008,"Phosphate-phosphorus","0.143","mg/l"
"19273",2010,"Phosphate-phosphorus","0.045","mg/l"
"19286",1988,"Phosphate-phosphorus","0.015","mg/l"
"19293",1990,"Phosphate-phosphorus","0.095","mg/l"
"19300",1990,"Phosphate-phosphorus","0.060","mg/l"
"19303",1990,"Phosphate-phosphorus","0.043","mg/l"
"19309",1991,"Phosphate-phosphorus","0.099","mg/l"
"19324",1992,"Phosphate-phosphorus","0.48","mg/l"
"19329",1991,"Phosphate-phosphorus","0.29","mg/l"
"19332",1995,"Phosphate-phosphorus","0.126","mg/l"
"19336",1995,"Phosphate-phosphorus","0.024","mg/l"
"19342",1994,"Phosphate-phosphorus","0.169","mg/l"
"19345",2010,"Phosphate-phosphorus","0.029","mg/l"
"19346",2009,"Phosphate-phosphorus","0.133","mg/l"
"19360",2013,"Phosphate-phosphorus","0.265","mg/l"
"19365",2015,"Phosphate-phosphorus","0.0400","mg/l"
"19415",2017,"Phosphate-phosphorus","0.101","mg/l"
"19418",2015,"Phosphate-phosphorus","0.127","mg/l"
"19421",2015,"Phosphate-phosphorus","0.164","mg/l"
"19423",2019,"Phosphate-phosphorus","0.273","mg/l"
"19425",2016,"Phosphate-phosphorus","0.0731","mg/l"
"19428",2016,"Phosphate-phosphorus","0.184","mg/l"
"19450",2017,"Phosphate-phosphorus","0.0482","mg/l"
"19453",2017,"Phosphate-phosphorus","0.0234","mg/l"
"19458",2018,"Phosphate-phosphorus","0.175","mg/l"
"19462",2018,"Phosphate-phosphorus","0.129","mg/l"
"19482",2005,"Phosphate-phosphorus","0.179","mg/l"
"19486",2005,"Phosphate-phosphorus","0.530","mg/l"
"19495",1996,"Phosphate-phosphorus","0.109","mg/l"
"19500",2002,"Phosphate-phosphorus","0.097","mg/l"
"19504",2001,"Phosphate-phosphorus","0.202","mg/l"
"19506",2001,"Phosphate-phosphorus","0.143","mg/l"
"19515",2002,"Phosphate-phosphorus","0.126","mg/l"
"19539",1996,"Phosphate-phosphorus","0.108","mg/l"
"19547",1996,"Phosphate-phosphorus","0.097","mg/l"
"19549",2002,"Phosphate-phosphorus","0.027","mg/l"
"19553",2006,"Phosphate-phosphorus","0.138","mg/l"
"19560",1989,"Phosphate-phosphorus","0.097","mg/l"
"19561",2009,"Phosphate-phosphorus","0.111","mg/l"
"19576",2011,"Phosphate-phosphorus","0.379","mg/l"
"19579",2011,"Phosphate-phosphorus","0.532","mg/l"
"19583",2007,"Phosphate-phosphorus","0.026","mg/l"
"19586",2008,"Phosphate-phosphorus","0.227","mg/l"
"19592",2009,"Phosphate-phosphorus","0.044","mg/l"
"19603",2009,"Phosphate-phosphorus","0.223","mg/l"
"19610",1990,"Phosphate-phosphorus","0.090","mg/l"
"19615",1989,"Phosphate-phosphorus","0.080","mg/l"
"19618",1991,"Phosphate-phosphorus","0.102","mg/l"
"19621",1990,"Phosphate-phosphorus","0.052","mg/l"
"19631",1991,"Phosphate-phosphorus","0.097","mg/l"
"19635",1991,"Phosphate-phosphorus","0.17","mg/l"
"19637",1994,"Phosphate-phosphorus","0.29","mg/l"
"19639",1992,"Phosphate-phosphorus","0.22","mg/l"
"19642",1992,"Phosphate-phosphorus","0.104","mg/l"
"19651",1993,"Phosphate-phosphorus","0.181","mg/l"
"19738",2017,"Phosphate-phosphorus","0.0969","mg/l"
"19739",2015,"Phosphate-phosphorus","0.340","mg/l"
"19745",2016,"Phosphate-phosphorus","0.0704","mg/l"
"19794",2017,"Phosphate-phosphorus","0.0318","mg/l"
"19797",2019,"Phosphate-phosphorus","0.0509","mg/l"
"19824",2019,"Phosphate-phosphorus","0.145","mg/l"
"19853",1998,"Phosphate-phosphorus","0.120","mg/l"
"19869",1998,"Phosphate-phosphorus","0.120","mg/l"
"19885",1997,"Phosphate-phosphorus","0.161","mg/l"
"19895",2002,"Phosphate-phosphorus","0.101","mg/l"
"19897",2004,"Phosphate-phosphorus","0.134","mg/l"
"19898",2004,"Phosphate-phosphorus","0.235","mg/l"
"19906",2009,"Phosphate-phosphorus","0.316","mg/l"
"19914",2009,"Phosphate-phosphorus","0.147","mg/l"
"19918",2007,"Phosphate-phosphorus","0.082","mg/l"
"19933",2007,"Phosphate-phosphorus","0.226","mg/l"
"19937",2011,"Phosphate-phosphorus","0.071","mg/l"
"19946",2014,"Phosphate-phosphorus","0.0240","mg/l"
"19949",2010,"Phosphate-phosphorus","0.110","mg/l"
"19957",1988,"Phosphate-phosphorus","0.23","mg/l"
"19968",1988,"Phosphate-phosphorus","0.21","mg/l"
"19971",1988,"Phosphate-phosphorus","0.093","mg/l"
"19991",1992,"Phosphate-phosphorus","0.29","mg/l"
"19996",1994,"Phosphate-phosphorus","0.186","mg/l"
"20001",1995,"Phosphate-phosphorus","0.132","mg/l"
"20008",1994,"Phosphate-phosphorus","0.151","mg/l"
"20011",1994,"Phosphate-phosphorus","0.172","mg/l"
"20012",1994,"Phosphate-phosphorus","0.186","mg/l"
"20024",2012,"Phosphate-phosphorus","0.148","mg/l"
"20030",2013,"Phosphate-phosphorus","0.444","mg/l"
"20037",2013,"Phosphate-phosphorus","0.0892","mg/l"
"20041",2014,"Phosphate-phosphorus","0.0689","mg/l"
"20098",2014,"Phosphate-phosphorus","0.0329","mg/l"
"20100",2016,"Phosphate-phosphorus","0.242","mg/l"
"20104",2016,"Phosphate-phosphorus","0.321","mg/l"
"20144",2012,"Phosphate-phosphorus","0.056","mg/l"
"20145",2018,"Phosphate-phosphorus","0.267","mg/l"
"20180",2019,"Phosphate-phosphorus","0.0392","mg/l"
"20194",1996,"Phosphate-phosphorus","0.116","mg/l"
"20205",2003,"Phosphate-phosphorus","0.024","mg/l"
"20209",2002,"Phosphate-phosphorus","0.104","mg/l"
"20211",2004,"Phosphate-phosphorus","0.124","mg/l"
"20213",1997,"Phosphate-phosphorus","0.068","mg/l"
"20218",2005,"Phosphate-phosphorus","0.136","mg/l"
"20220",2001,"Phosphate-phosphorus","0.098","mg/l"
"20222",1996,"Phosphate-phosphorus","0.088","mg/l"
"20232",1997,"Phosphate-phosphorus","0.178","mg/l"
"20240",1997,"Phosphate-phosphorus","0.151","mg/l"
"20255",2001,"Phosphate-phosphorus","0.159","mg/l"
"20278",2014,"Phosphate-phosphorus","0.160","mg/l"
"20287",2011,"Phosphate-phosphorus","0.074","mg/l"
"20292",2011,"Phosphate-phosphorus","0.016","mg/l"
"20295",2011,"Phosphate-phosphorus","0.147","mg/l"
"20297",2011,"Phosphate-phosphorus","0.361","mg/l"
"20304",2012,"Phosphate-phosphorus","0.069","mg/l"
"20319",2008,"Phosphate-phosphorus","0.053","mg/l"
"20323",2008,"Phosphate-phosphorus","0.486","mg/l"
"20354",1988,"Phosphate-phosphorus","0.022","mg/l"
"20374",1992,"Phosphate-phosphorus","0.142","mg/l"
"20377",1992,"Phosphate-phosphorus","0.43","mg/l"
"20380",1992,"Phosphate-phosphorus","0.103","mg/l"
"20385",1994,"Phosphate-phosphorus","0.0490","mg/l"
"20389",1993,"Phosphate-phosphorus","0.109","mg/l"
"20396",1995,"Phosphate-phosphorus","0.214","mg/l"
"20398",1992,"Phosphate-phosphorus","0.14","mg/l"
"20406",2008,"Phosphate-phosphorus","0.138","mg/l"
"20410",2012,"Phosphate-phosphorus","0.097","mg/l"
"20416",2014,"Phosphate-phosphorus","0.0803","mg/l"
"20473",2019,"Phosphate-phosphorus","0.154","mg/l"
"20481",2016,"Phosphate-phosphorus","0.302","mg/l"
"20484",2014,"Phosphate-phosphorus","0.225","mg/l"
"20485",2014,"Phosphate-phosphorus","0.124","mg/l"
"20514",2018,"Phosphate-phosphorus","0.160","mg/l"
"20518",2018,"Phosphate-phosphorus","0.0551","mg/l"
"20524",2018,"Phosphate-phosphorus","0.420","mg/l"
"20527",2018,"Phosphate-phosphorus","0.0430","mg/l"
"20558",2004,"Phosphate-phosphorus","0.052","mg/l"
"20563",1996,"Phosphate-phosphorus","0.014","mg/l"
"20568",1999,"Phosphate-phosphorus","0.537","mg/l"
"20575",2001,"Phosphate-phosphorus","0.096","mg/l"
"20579",2001,"Phosphate-phosphorus","0.098","mg/l"
"20583",2004,"Phosphate-phosphorus","0.081","mg/l"
"20591",1997,"Phosphate-phosphorus","0.036","mg/l"
"20598",2003,"Phosphate-phosphorus","0.121","mg/l"
"20601",2001,"Phosphate-phosphorus","0.048","mg/l"
"20612",1996,"Phosphate-phosphorus","0.065","mg/l"
"20628",1998,"Phosphate-phosphorus","0.162","mg/l"
"20630",2004,"Phosphate-phosphorus","0.038","mg/l"
"20631",2002,"Phosphate-phosphorus","0.086","mg/l"
"20632",2005,"Phosphate-phosphorus","0.199","mg/l"
"20666",1988,"Phosphate-phosphorus","0.32","mg/l"
"20670",1990,"Phosphate-phosphorus","0.112","mg/l"
"20690",1989,"Phosphate-phosphorus","0.093","mg/l"
"20693",1990,"Phosphate-phosphorus","0.062","mg/l"
"20697",2012,"Phosphate-phosphorus","0.013","mg/l"
"20708",1992,"Phosphate-phosphorus","0.075","mg/l"
"20720",1991,"Phosphate-phosphorus","0.36","mg/l"
"20722",1991,"Phosphate-phosphorus","0.014","mg/l"
"20733",1991,"Phosphate-phosphorus","0.092","mg/l"
"20737",1993,"Phosphate-phosphorus","0.088","mg/l"
"20739",2010,"Phosphate-phosphorus","0.042","mg/l"
"20740",2009,"Phosphate-phosphorus","0.152","mg/l"
"20756",2014,"Phosphate-phosphorus","0.0623","mg/l"
"20814",2016,"Phosphate-phosphorus","0.0629","mg/l"
"20815",2016,"Phosphate-phosphorus","0.170","mg/l"
"20816",2016,"Phosphate-phosphorus","0.0220","mg/l"
"20818",2014,"Phosphate-phosphorus","0.0495","mg/l"
"20846",2017,"Phosphate-phosphorus","0.0930","mg/l"
"20852",2017,"Phosphate-phosphorus","0.0723","mg/l"
"20859",2017,"Phosphate-phosphorus","0.0287","mg/l"
"20861",2018,"Phosphate-phosphorus","0.101","mg/l"
"20863",2019,"Phosphate-phosphorus","0.340","mg/l"
"20888",2019,"Phosphate-phosphorus","0.132","mg/l"
"20902",1999,"Phosphate-phosphorus","0.043","mg/l"
"20907",2001,"Phosphate-phosphorus","0.136","mg/l"
"20909",2002,"Phosphate-phosphorus","0.081","mg/l"
"20910",2005,"Phosphate-phosphorus","0.099","mg/l"
"20919",1999,"Phosphate-phosphorus","0.112","mg/l"
"20923",1996,"Phosphate-phosphorus","0.093","mg/l"
"20929",1999,"Phosphate-phosphorus","0.297","mg/l"
"20932",1999,"Phosphate-phosphorus","0.142","mg/l"
"20942",2001,"Phosphate-phosphorus","0.097","mg/l"
"20948",2002,"Phosphate-phosphorus","0.106","mg/l"
"20950",2000,"Phosphate-phosphorus","0.114","mg/l"
"20955",1997,"Phosphate-phosphorus","0.121","mg/l"
"20961",1999,"Phosphate-phosphorus","0.240","mg/l"
"20973",1997,"Phosphate-phosphorus","0.047","mg/l"
"20978",2004,"Phosphate-phosphorus","0.121","mg/l"
"20980",2005,"Phosphate-phosphorus","0.052","mg/l"
"20982",2005,"Phosphate-phosphorus","0.113","mg/l"
"20983",1996,"Phosphate-phosphorus","0.109","mg/l"
"20985",1996,"Phosphate-phosphorus","0.329","mg/l"
"20988",2002,"Phosphate-phosphorus","0.033","mg/l"
"21000",2009,"Phosphate-phosphorus","0.117","mg/l"
"21023",2008,"Phosphate-phosphorus","0.029","mg/l"
"21025",2014,"Phosphate-phosphorus","0.373","mg/l"
"21033",1990,"Phosphate-phosphorus","0.068","mg/l"
"21042",1990,"Phosphate-phosphorus","0.29","mg/l"
"21053",1991,"Phosphate-phosphorus","0.115","mg/l"
"21054",1991,"Phosphate-phosphorus","0.42","mg/l"
"21062",1992,"Phosphate-phosphorus","0.110","mg/l"
"21063",1992,"Phosphate-phosphorus","0.25","mg/l"
"21069",1992,"Phosphate-phosphorus","0.110","mg/l"
"21074",1991,"Phosphate-phosphorus","0.024","mg/l"
"21083",1992,"Phosphate-phosphorus","0.106","mg/l"
"21100",2014,"Phosphate-phosphorus","0.0912","mg/l"
"21101",2014,"Phosphate-phosphorus","0.0304","mg/l"
"21130",2017,"Phosphate-phosphorus","0.102","mg/l"
"21133",2017,"Phosphate-phosphorus","0.141","mg/l"
"21139",2016,"Phosphate-phosphorus","0.0353","mg/l"
"21140",2016,"Phosphate-phosphorus","0.0703","mg/l"
"21145",2015,"Phosphate-phosphorus","0.0794","mg/l"
"21146",2014,"Phosphate-phosphorus","0.0352","mg/l"
"21163",2016,"Phosphate-phosphorus","0.0224","mg/l"
"21206",2002,"Phosphate-phosphorus","0.078","mg/l"
"21207",2001,"Phosphate-phosphorus","0.031","mg/l"
"21218",2000,"Phosphate-phosphorus","0.259","mg/l"
"21228",2001,"Phosphate-phosphorus","0.137","mg/l"
"21236",2002,"Phosphate-phosphorus","0.106","mg/l"
"21246",1999,"Phosphate-phosphorus","0.112","mg/l"
"21248",2000,"Phosphate-phosphorus","0.115","mg/l"
"21251",1997,"Phosphate-phosphorus","0.137","mg/l"
"21269",1999,"Phosphate-phosphorus","0.087","mg/l"
"21279",1997,"Phosphate-phosphorus","0.154","mg/l"
"21291",2009,"Phosphate-phosphorus","0.059","mg/l"
"21295",2009,"Phosphate-phosphorus","0.349","mg/l"
"21304",1989,"Phosphate-phosphorus","0.085","mg/l"
"21308",1989,"Phosphate-phosphorus","0.097","mg/l"
"21313",2007,"Phosphate-phosphorus","0.124","mg/l"
"21320",2007,"Phosphate-phosphorus","0.078","mg/l"
"21339",2015,"Phosphate-phosphorus","0.0811","mg/l"
"21350",2008,"Phosphate-phosphorus","0.134","mg/l"
"21356",2009,"Phosphate-phosphorus","0.149","mg/l"
"21367",1988,"Phosphate-phosphorus","0.022","mg/l"
"21377",1989,"Phosphate-phosphorus","0.033","mg/l"
"21387",1990,"Phosphate-phosphorus","0.074","mg/l"
"21395",1991,"Phosphate-phosphorus","0.098","mg/l"
"21404",1991,"Phosphate-phosphorus","0.096","mg/l"
"21416",1994,"Phosphate-phosphorus","0.06","mg/l"
"21421",1994,"Phosphate-phosphorus","0.31","mg/l"
"21425",1991,"Phosphate-phosphorus","0.012","mg/l"
"21430",1992,"Phosphate-phosphorus","0.102","mg/l"
"21435",1995,"Phosphate-phosphorus","0.105","mg/l"
